x,y
6.27632043238778,-1.42289986841598
4.24380536248063,198.444302752164
2.67062554840638,399.507709807099
4.25740616639212,603.088727263742
202.261885972608,-2.23259208762892
203.547508660302,200.631078767114
202.215218539856,400.883059235995
201.51328629483,603.388732044191
400.055858488668,-4.40024954552862
400.849645502435,202.380060497724
398.591594412541,404.055352277098
400.658172959921,605.972220299612
597.841269532857,-0.944946240050471
599.065715227603,203.474069350998
599.19866197146,405.614630664785
602.322341283368,611.281803228803
796.867370322022,-1.6045428717896
797.720860798826,203.449217194915
798.314532751604,407.201952474307
800.205447922946,614.803726124996
996.704666191465,0.852611493590196
996.879015108105,204.625144244904
997.76169365794,411.712365083395
999.842727973938,617.117658488614
1197.28452498695,4.90851702222205
1198.49269689668,210.004979891337
1198.60956518795,415.213885891916
1199.57792454218,622.802999126268
1398.12803748282,6.39854342595188
1398.74567296997,212.311504552023
1399.59439080346,417.637271008925
1400.83030733308,625.49848996167
1598.48517232723,5.12372107091779
1599.21992827897,211.879070282895
1600.87562492086,425.557239201908
1602.03503949342,631.480695140642
1800.24497997408,13.0277723537901
1800.9503567645,221.153388932857
1801.74373645634,427.441979480317
1802.60607014921,633.859992752844
2001.09238534548,17.6048231488137
2001.95167829467,224.569628763407
2002.29982020903,424.15916787437
2003.22095801287,633.894789669614
2201.80753541147,15.7955441608402
2202.31246687839,222.143983191808
2202.98727471822,422.832627843051
2203.49230115674,631.353609039763
2402.22003891941,14.5096471746011
2402.36346814187,222.39713509918
2403.38835256404,420.834724443929
2403.50330812574,628.667822355267
2602.22909036584,10.6288270943599
2602.11886160057,218.583623326207
2603.30226055198,417.830551886349
2603.17760334763,626.277825356507
2801.66663990951,6.99919610189156
2802.19179890476,212.014237718894
2802.98191227527,413.11584500532
2803.8663741542,615.772688512195
3000.4765421986,4.95721150959715
2998.29563656855,210.498313056679
3001.22912435683,415.962213143398
3003.00439196366,616.738771287301
3201.74710299429,4.34816316135066
3200.19607079201,206.995343903625
3200.79370244392,412.333618565906
3200.68330766134,615.925987089553
3401.00736361695,-0.0217612649758041
3400.08888574585,206.044653521376
3399.9010832933,408.441374996653
3399.77105530955,612.73633381769
3596.92250451167,-3.36701028120178
3598.95660370539,203.586391375141
3598.28882768536,407.139863900043
3597.13027577603,613.070624601482
